experiment_name,task,feature_dim,mae,mae_std,rmse,rmse_std,training_time,samples
All_Features,FFV,2223,0.00563443313749686,0.00033136431180364243,0.011068307899239285,0.0018549893543769447,71.55980777740479,7892
Morgan_Descriptors,FFV,2056,0.00616393682532361,0.0002935925429313033,0.011690871034230199,0.0018522071707924585,53.657236099243164,7892
Morgan_MACCS,FFV,2215,0.006741366223924379,0.00026209979135823823,0.012067239376344619,0.0018177463265525754,63.86628580093384,7892
MACCS_Only,FFV,167,0.007554769670953242,0.00021961557757758162,0.01231948904770842,0.0013407500804544761,31.20028281211853,7892
Morgan_Only,FFV,2048,0.008078195261304395,0.0003022978082768592,0.013599101086074877,0.0014630859970939255,45.60627579689026,7892
