strategy,mean_mae,mean_mae_std,mean_rmse,mean_rmse_std,training_time,model_count
独立任务模型,3.2192340258426952,0.19601246389006127,4.729625496940727,1.1293763182403043,59.15920400619507,5
单一多输出模型,3.2192340258426952,0.19601246389006127,4.729625496940727,1.1293763182403043,59.16549611091614,1
